,before,after
7754,colligendi,coligendi
7755,ostenderunt,ostenderunt
7756,mihi.,mii
7757,Decerpebant,decerpebant
7758,folium,folium
7759,"stipite,",stipite
7760,stipiti,stipiti
7761,ysopo,isopo
7762,stipitem,stipitem
7763,stent,stent
7764,"cespite,",cespite
7765,Decerpto,decerpto
7766,folio,folio
7767,radium,radium
7768,"solis,",solis
7769,ruptura,ruptura
7770,gutta,guta
7771,lucidissima,lucidissima
7772,odorifferra,odoriferra
7773,liquor,liquor
7774,balsami.,balsami
7775,phialis,pialis
7776,vitreis,uitreis
7777,preparatur,preparatur
7778,balsamus,balsamus
7779,decerperetur,decerperetur
7780,nichil<is>,nicilis
7781,distillaret.,distilaret
7782,Rigatur,rigatur
7783,parvo,paruo
7784,ubertim,ubertim
7785,"effluente,",efluente
7786,(44v),
7787,"baptizasse,",baptisasse
7788,pannos,pannos
7789,"lavisse,",lauisse
7790,siccasse.,siccasse
7791,veneracione,ueneratione
7792,Sarracenis.,sarracenis
7793,suffeceret,sufeceret
7794,irrigare,irrigare
7795,"ortum,",ortum
7796,profundum,profundum
7797,rotam,rotam
7798,currere,currere
7799,sperantes,sperantes
7800,commixcione,comixtione
7801,accipiat,accipiat
7802,virtutem,uirtutem
7803,fecundandi,fecundandi
7804,spe,spe
7805,fecundatur,fecundatur
7806,fieret,fieret
7807,feriam,feriam
7808,servant,seruant
7809,supra.De,suprade
7810,recedens,recedens
7811,sum,sum
7812,elephantes,elepantes
7813,strutiones,strutiones
7814,onagi,onagi
7815,scraph,scrap
7816,arabica,arabica
7817,pellem,pelem
7818,iuvenis,iuuenis
7819,capreolus,capreolus
7820,"maculosam,",maculosam
7821,rubeum,rubeum
7822,colorem,colorem
7823,albo,albo
7824,permixtum.,permixtum
7825,Priores,priores
7826,crura,crura
7827,collum,colum
7828,vestre,uestre
7829,Magedeburc,magedeburc
7830,ore.,ore
7831,Posteriora,posteriora
7832,demissa,demissa
7833,camelus.,camelus
7834,invisum.,inuisum
7835,Istas,istas
7836,tollunt,tolunt
7837,ponunt,ponunt
7838,inpetuosus,inpetuosus
7839,"modum,",modum
7840,"mox,",mox
7841,"vidente,",uidente
7842,scrinium,scrinium
7843,celeritate,celeritate
7844,inpetum,inpetum
7845,(45r),
7846,pristinam,pristinam
7847,"redeundo,",redeundo
7848,cito,cito
7849,equis,equis
7850,facto,facto
7851,prenosticantur,prenosticantur
7852,crescere,crescere
7853,uberius,uberius
7854,irrigare.,irrigare
7855,"fatebantur,",fatebantur
7856,abstinentie,abstinentie
7857,martirio,martirio
7858,coronantur.,coronantur
7859,Quidam,quidam
7860,nolentes,nolentes
7861,negare,negare
7862,"flagellantur,",flagelantur
7863,"crucifiguntur,",crucifiguntur
7864,"comburuntur,",comburuntur
7865,"decollantur,",decolantur
7866,perfodiuntur,perfodiuntur
7867,suppliciis,suppliciis
7868,affecti,afecti
7869,regna,regna
7870,celestia,celestia
7871,assecuntur.,assecuntur
7872,"mihi,",mii
7873,"plurium,",plurium
7874,duplo,duplo
7875,excedit,excedit
7876,Parisiensis,parisiensis
7877,adiuncta,adiuncta
7878,"Kayro,",kairo
7879,coniungit,coniungit
7880,eas.,eas
7881,populositate,populositate
7882,"comparacio,",comparatio
7883,mmo,mo
7884,mercatores,mercatores
7885,populum.,populum
7886,sustentare.,sustentare
7887,Certissimum,certissimum
7888,subsistere,subsistere
7889,subsidium,subsidium
7890,regionum.,regionum
7891,Nichil,nicil
7892,sal.,sal
7893,Fructus,fructus
7894,"arangia,",arangia
7895,"paradisi,",paradisi
7896,"cucurbite,",cucurbite
7897,"cucumeres,",cucumeres
7898,"cytrulli,",citruli
7899,"pepones,",pepones
7900,cepe,cepe
7901,allium.,alium
7902,"Ceterum,",ceterum
7903,"pira,",pira
7904,"nuces,",nuces
7905,"cerusa,",cerusa
7906,brunella,brunela
7907,Ligna,ligna
7908,fabricandis,fabricandis
7909,lignis,lignis
7910,construere,construere
7911,extraneis,extraneis
7912,"portarentur,",portarentur
7913,"naves,",naues
7914,sententia,sententia
7915,tales.Lapides,taleslapides
7916,(45v),
7917,lapideam,lapideam
7918,civitates.,ciuitates
7919,apparentiam,apparentiam
7920,pulcra,pulcra
7921,edificiorum,edifitiorum
7922,harundine,harundine
7923,calce,calce
7924,liniti,liniti
7925,intrinsecus,intrinsecus
7926,extrinsecus,extrinsecus
7927,lutum,lutum
7928,picti,picti
7929,lazurio,lasurio
7930,pulcre,pulcre
7931,"vilissima,",uilissima
7932,crederes,crederes
7933,paradysum.Monete,paradisumonete
7934,"auri,",auri
7935,"argenti,",argenti
7936,"stangni,",stangni
7937,"plumbi,",plumbi
7938,"ferri,",ferri
7939,"cupri,",cupri
7940,"Oleum,",oleum
7941,"mel,",mel
7942,panni,panni
7943,lanei,lanei
7944,"Veneciis,",ueneciis
7945,"Pysis,",pisis
7946,"Genua,",genua
7947,"Massilia,",massilia
7948,"Messana,",messana
7949,Brundusio,brundusio
7950,maritimis,maritimis
7951,"apportarent,",apportarent
7952,Egipptus,egipptus
7953,"habitari,",habitari
7954,cohiberentur,cohiberentur
7955,fatentur.,fatentur
7956,Ville,uile
7957,"harundineas,",harundineas
7958,luto,luto
7959,clibani,clibani
7960,municio,munitio
7961,castri,castri
7962,militibus,militibus
7963,resistere,resistere
7964,dimidio,dimidio
7965,"die,",die
7966,"Alexandria,",alexandria
7967,"Kayrum,",kairum
7968,"capta,",capta
7969,perdita,perdita
7970,tota.,tota
7971,Horrea,horrea
7972,½,
7973,miliare,miliare
7974,videantur.,uideantur
7975,sepulcra,sepulcra
7976,tytuli,tituli
7977,sepulcrorum.,sepulcrorum
7978,180,
7979,virilis,uirilis
7980,stature,stature
7981,summum,sumum
7982,"iacere,",iacere
7983,attemptatum.,atemptatum
7984,Alexandri,alexandri
7985,"magni,",magni
7986,"sepultus,",sepultus
7987,quorumdam,quorumdam
7988,(46r),
7989,signa,signa
7990,edificii,edificii
7991,"amplissimi,",amplissimi
7992,arena,arena
7993,"obruta,",obruta
7994,iaciente,iaciente
7995,miliare.,miliare
7996,patres,patres
7997,morabantur.,morabantur
7998,Facte,facte
7999,maximis,maximis
8000,"lapidibus,",lapidibus
8001,poni.,poni
8002,teutonica.,teutonica
8003,miranda,miranda
8004,esset.Lege,essetlege
8005,Accedentes,accedentes
8006,Siciliam,siciliam
8007,venimus,uenimus
8008,Panormium.,panormium
8009,sepulcrum,sepulcrum
8010,Friderici,friderici
8011,inperatoris,inperatoris
8012,matris,matris
8013,avi,aui
8014,"materni,",materni
8015,conchis,concis
8016,porfireticis,porfireticis
8017,pretiosa,pretiosa
8018,valde;,ualde
8019,nimis;,nimis
8020,pulcherrimum,pulcerrimum
8021,"totam,",totam
8022,possum,possum
8023,facile,facile
8024,explicare;,explicare
8025,Agathe.Inde,agateinde
8026,"Tephaludum,",tepaludum
8027,Melacium,melacium
8028,Farum,farum
8029,intravimus,intrauimus
8030,Messanam.,messanam
8031,Tunc,tunc
8032,tuta,tuta
8033,"navigatio,",nauigatio
8034,November,nouember
8035,"mensis,",mensis
8036,poteramus,poteramus
8037,hiemare,hiemare
8038,paupertatem,paupertatem
8039,fratrum.,fratrum
8040,Ascensa,ascensa
8041,Portu,portu
8042,Veneris,ueneris
8043,veniremus,ueniremus
8044,laboris,laboris
8045,navigantes,nauigantes
8046,"Cillam,",cilam
8047,nona,nona
8048,flante,flante
8049,"valide,",ualide
8050,possemus,possemus
8051,niti,niti
8052,ventum,uentum
8053,apprehenderemus,apprehenderemus
8054,"Calabriam,",calabriam
8055,data,data
8056,flatibus,flatibus
8057,"galea,",galea
8058,proiecti,proiecti
8059,contrariam,contrariam
8060,ollam,olam
8061,Vulcani,uulcani
8062,"tertiam,",tertiam
8063,stetimus,stetimus
8064,vidimus,uidimus
8065,fumum,fumum
8066,ascendentem.,ascendentem
8067,Mane,mane
8068,sociis,sociis
8069,reptando,reptando
8070,ascendi,ascendi
8071,summitatem,sumitatem
8072,exiit,exiit
8073,flamma.,flama
8074,"60,",
8075,"rotundus,",rotundus
8076,dispositus,dispositus
8077,"aspectu,",aspectu
8078,maximo,maximo
8079,"construendo,",construendo
8080,(46v),
8081,sumitatem,sumitatem
8082,"perveneris,",perueneris
8083,preruptam,preruptam
8084,profundam,profundam
8085,"dyametrum,",diametrum
8086,torrentes,torrentes
8087,sulphuris,sulpuris
8088,"decurrere,",decurrere
8089,perforato,perforato
8090,fluunt.,fluunt
8091,Elisii,elisii
8092,scribunt,scribunt
8093,poete.,poete
8094,Stridorem,stridorem
8095,pugnancium,pugnancium
8096,Sulphur,sulpur
8097,collegimus,colegimus
8098,"concavus,",concauus
8099,pulsatus,pulsatus
8100,tympanum,timpanum
8101,"resonat,",resonat
8102,erumpit.,erumpit
8103,bucca,bucca
8104,"quedam,",quedam
8105,dyameter,diameter
8106,habet.,habet
8107,fumus,fumus
8108,"celum,",celum
8109,ruptus,ruptus
8110,descendissemus,descendissemus
8111,timebamus.,timebamus
8112,Fetor,fetor
8113,maximus,maximus
8114,intolerabilis.,intolerabilis
8115,Duobus,duobus
8116,"maximas,",maximas
8117,combuste,combuste
8118,vehementia,uehementia
8119,caloris,caloris
8120,resoluti,resoluti
8121,confluxerat,confluxerat
8122,plumbum.,plumbum
8123,dici.,dici
8124,dimidium,dimidium
8125,"Vulcanellus,",uulcanelus
8126,demonium,demonium
8127,relegasse,relegasse
8128,"penam,",penam
8129,periculum,periculum
8130,"miserat,",miserat
8131,precipiens,precipiens
8132,exspectaret,exspectaret
8133,redeuntem.,redeuntem
8134,stat,stat
8135,appropinquat,appropinquat
8136,"periculum,",periculum
8137,premuniendo,premuniendo
8138,"clamat,",clamat
8139,querens,querens
8140,an,an
8141,monachus,monacus
8142,responderint,responderint
8143,"“O,",o
8144,O”,o
8145,"inquit,",inquit
8146,“wardate,wardate
8147,vos,uos
8148,monacho,monaco
8149,credatis,credatis
8150,"monacho,",monaco
8151,decepit.”,decepit
8152,Lipparis,lipparis
8153,"insula,",insula
8154,evomebat,euomebat
8155,(47r),
8156,14,
8157,motu,motu
8158,concussa,concussa
8159,"subsedit,",subsedit
8160,deserta.,deserta
8161,Comedi,comedi
8162,sanctum,sanctum
8163,Bartholomeum.,bartolomeum
8164,terribile,terribile
8165,Vulcano,uulcano
8166,concavam,concauam
8167,"reddiderit,",reddiderit
8168,insule,insule
8169,introssum,introssum
8170,ceciderit,ceciderit
8171,quoniam,quoniam
8172,scissi,scissi
8173,montes.,montes
8174,Hyatus,hiatus
8175,maximi,maximi
8176,pateant.,pateant
8177,Insula,insula
8178,terremotu,terremotu
8179,caderet,caderet
8180,replevit,repleuit
8181,"maximis,",maximis
8182,combustione,combustione
8183,leves,leues
8184,porosi,porosi
8185,natant,natant
8186,spuma,spuma
8187,presenti,presenti
8188,occurrerunt,occurrerunt
8189,edificate,edificate
8190,maritime,maritime
8191,Sicilia.,sicilia
8192,dixermtt,dixermt
8193,"Lipparis,",lipparis
8194,anime,anime
8195,absorte,absorte
8196,motus,motus
8197,perierunt.,perierunt
8198,Pisces,pisces
8199,quamplurimi,quamplurimi
8200,fluebant.,fluebant
8201,Lippari,lippari
8202,"Strongoli,",strongoli
8203,miliaria.,miliaria
8204,evomit,euomit
8205,loca.,loca
8206,nimiam.,nimiam
8207,Testatus,testatus
8208,galee,galee
8209,navigavimus,nauigauimus
8210,Brigatus,brigatus
8211,<episcopi>,episcopi
8212,defunctorum,defunctorum
8213,migraverant,migrauerant
8214,seculo,seculo
8215,locute,locute
8216,"noverant,",nouerant
8217,Thalanario,talanario
8218,"Lucanorum,",lucanorum
8219,"Ienuensi,",ienuensi
8220,mandantes,mandantes
8221,amicis,amicis
8222,satisfacerent,satisfacerent
8223,lesis,lesis
8224,liberari,liberari
8225,iniunctum,iniunctum
8226,"fuerat,",fuerat
8227,morte,morte
8228,preventi,preuenti
8229,fuerant,fuerant
8230,exsecuti.,exsecuti
8231,Propter,propter
8232,habuerant,habuerant
8233,(47v),
8234,concessum,concessum
8235,adiutorium,adiutorium
8236,liberari.,liberari
8237,eicit,eicit
8238,parvos,paruos
8239,magnos,magnos
8240,levitate,leuitate
8241,volantes,uolantes
8242,aera,era
8243,nocturno,nocturno
8244,ignis.,ignis
8245,Calabrie,calabrie
8246,"edificiis,",edificiis
8247,dolabiles,dolabiles
8248,apti,apti
8249,testudine,testudine
8250,domibus.De,domibusde
8251,Strongoli,strongoli
8252,moventes,mouentes
8253,vela,auta
8254,tenere,tenere
8255,"propositum,",propositum
8256,contrario,contrario
8257,Calabriam,calabriam
8258,Paranoria,paranoria
8259,Scaleam,scaleam
8260,"Scarioth,",scariot
8261,"qua,",qua
8262,proditor,proditor
8263,Scharioth,scariot
8264,principatum,principatum
8265,Salerne,salerne
8266,Mathei,matei
8267,apostoli.,apostoli
8268,Alphiam,alpiam
8269,"apostoli,",apostoli
8270,"Puteolos,",puteolos
8271,Lucas,lucas
8272,"venisse,",uenisse
8273,fiximus,fiximus
8274,anchoras,ancoras
8275,manendum.Egressi,manendumegressi
8276,Boyas,boias
8277,Oracius,oracius
8278,“Nullus,nulus
8279,sinus,sinus
8280,Bays,bais
8281,prelucet,prelucet
8282,amenis.”,amenis
8283,"ita,",ita
8284,talia,talia
8285,ostendunt.,ostendunt
8286,"sumptuosa,",sumptuosa
8287,"capitolium,",capitolium
8288,"maius,",maius
8289,fornicem,fornicem
8290,"triumphalem,",triumpalem
8291,"coliseum,",coliseum
8292,delicata,delicata
8293,commoda,comoda
8294,Bays.,bais
8295,talis:,talis
8296,sinum,sinum
8297,<sinum>,sinum
8298,quemdam,quemdam
8299,semicirculus,semicirculus
8300,"teutonicum,",teutonicum
8301,circumdatur,circumdatur
8302,"altis,",altis
8303,spaciosus,spatiosus
8304,commodis,comodis
8305,indefinitis.,indefinitis
8306,eorundem,eorundem
8307,pa(48r)lacia,palatia
8308,suptuosa,suptuosa
8309,scaturientes,scaturientes
8310,"singulis,",singulis
8311,nuc,nuc
8312,calidis,calidis
8313,frigidis,frigidis
8314,officinis.,oficinis
8315,"Pomeria,",pomeria
8316,"ortos,",ortos
8317,"oliveta,",oliueta
8318,"ficeta,",ficeta
8319,"vineas,",uineas
8320,aerem,erem
8321,"saluberrimum,",saluberrimum
8322,prospectum,prospectum
8323,"iocundissimum,",iocundissimum
8324,templa,templa
8325,Virgilii,uirgilii
8326,45,
8327,"infirmitatem,",infirmitatem
8328,metrice,metrice
8329,dicendo.,dicendo
8330,Accedentibus,accedentibus
8331,pulcherrimus,pulcerrimus
8332,umquam,umquam
8333,rara,rara
8334,inaudita,inaudita
8335,residuum,residuum
8336,poterunt,poterunt
8337,Bi,bi
8338,perforatus,perforatus
8339,mol,mol
8340,mille,mile
8341,80,
8342,mensuravi.,mensuraui
8343,Averni,auerni
8344,Sibilla,sibila
8345,Eneam,eneam
8346,inferos.In,inferosin
8347,"Neapoli,",neapoli
8348,Salvatoris,saluatoris
8349,Ovum,ouum
8350,phiala,piala
8351,vitrea,uitrea
8352,os,os
8353,strictum,strictum
8354,fundum,fundum
8355,"amplum,",amplum
8356,lignea,lignea
8357,"interius,",interius
8358,nidus,nidus
8359,graminibus,graminibus
8360,ovum,ouum
8361,ovo,ouo
8362,galline,galine
8363,maius,maius
8364,columbe,columbe
8365,pendet,pendet
8366,trabem,trabem
8367,kathenam,katenam
8368,ferream.,ferream
8369,Neapoli,neapoli
8370,"Aversam,",auersam
8371,"Cassinum,",cassinum
8372,"Germanum,",germanum
8373,"Aquinum,",aquinum
8374,"Cyprianum,",ciprianum
8375,"Ferentinum,",ferentinum
8376,"Anagniam,",anagniam
8377,"Fortinum,",fortinum
8378,Romam.,romam
8379,"laterano,",laterano
8380,"Crucem,",crucem
8381,"Sixtum,",sixtum
8382,"latinam,",latinam
8383,Palatium,palacium
8384,"Antonini,",antonini
8385,Sebastianum,sebastianum
8386,"cathacumbis,",catacumbis
8387,Domine,domine
8388,"vadis,",uadis
8389,Palacium,palacium
8390,"Vespasiani,",uespasiani
8391,"Paulum,",paulum
8392,"Remi,",remi
8393,Sabinam,sabinam
8394,Aventino,auentino
8395,"fratres,",fratres
8396,"Alexium,",alexium
8397,"Coliseum,",coliseum
8398,"ypodromium,",ipodromium
8399,"Clementem,",clementem
8400,Papissam,papissam
8401,"Parientem,",parientem
8402,"nive,",niue
8403,"Maiorem,",maiorem
8404,"Laurentium,",laurencium
8405,"Stephanum,",stepanum
8406,Agnetem,agnetem
8407,"annulo,",annulo
8408,Constan(48v)ciam,constantiam
8409,"Constantini,",constantini
8410,Petrum,petrum
8411,"vincula,",uincula
8412,"Dyocleciani,",diocletiani
8413,"Gregorium,",gregorium
8414,saxonum,saxonum
8415,"mirabilem,",mirabilem
8416,Saxonum,saxonum
8417,"continentem,",continentem
8418,rotundam,rotundam
8419,"pantheon,",panteon
8420,Minerva,minerua
8421,capitolium,capitolium
8422,"Traiani,",traiani
8423,"Crescentis,",crescentis
8424,Romuli.,romuli
8425,Tyberim:,tiberim
8426,"Crisogonum,",crisogonum
8427,"Ceciliam,",ceciliam
8428,Cosmam,cosmam
8429,"Damianum,",damianum
8430,"Anastasiam,",anastasiam
8431,fluxit,fluxit
8432,oleum.,oleum
8433,papissam,papissam
8434,parientem,parientem
8435,missam.,missam
8436,pape,pape
8437,"Breviter,",breuiter
8438,reliqui,reliqui
8439,Salvias,saluias
8440,extra.De,extrade
8441,Arecium,arecium
8442,Florentiam,florentiam
8443,"Bononiam,",bononiam
8444,"ordinis,",ordinis
8445,quidquid,quidquid
8446,"petivi,",peciui
8447,excepto,excepto
8448,remittere,remitere
8449,noluit.,noluit
8450,Quinque,quinque
8451,Lucie.,lucie
8452,Recedens,recedens
8453,Bononia,bononia
8454,Pistorium,pistorium
8455,Lucam.,lucam
8456,Lucanam,lucanam
8457,dedisse,dedisse
8458,iaculatori,iaculatori
8459,calceum,calceum
8460,"aureum,",aureum
8461,ymaginatio,imaginatio
8462,utinam,utinam
8463,tenebris,tenebris
8464,"occurrat,",occurrat
8465,"terrere,",terrere
8466,tererrime,tererrime
8467,[sic!],sic
8468,laxue,laxue
8469,mundus.De,mundusde
8470,Luca,luca
8471,Romam,romam
8472,Albanum,albanum
8473,Enea,enea
8474,constructum.,constructum
8475,"Velletrum,",autetrum
8476,"Terrathynam,",terratinam
8477,Fossam,fossam
8478,"Novam,",nouam
8479,Nymphas,nimpas
8480,Fundonam,fundonam
8481,"Gaietum,",gaietum
8482,"Sessam,",sessam
8483,"Capuam,",capuam
8484,Aversam.,auersam
8485,Redii,redii
8486,octavas,octauas
8487,Pasche,pasce
8488,"navigantes,",nauigantes
8489,dimisimus,dimisimus
8490,legentes,legentes
8491,"Cauda,",cauda
8492,Cretam,cretam
8493,(49r),
8494,"Calolimena,",calolimena
8495,boni,boni
8496,"portus,",portus
8497,dimittentes,dimitentes
8498,Salmonem,salmonem
8499,Scarpant,scarpant
8500,"Rodum,",rodum
8501,Turkyam,turkiam
8502,Frigiam,frigiam
8503,Anthaliam.,antaliam
8504,venissemus,uenissemus
8505,"Cyprum,",ciprum
8506,"Tyrum,",tirum
8507,"Tholomaydam,",tolomaidam
8508,"Akkon,",akkon
8509,23,
8510,Messana.,messana
8511,"Penthecostes,",pentecostes
8512,iturus,iturus
8513,"Cypri,",cipri
8514,"Tirum,",tirum
8515,Sareptam,sareptam
8516,Sidoniorum.,sidoniorum
8517,Beritum,beritum
8518,"Nephin,",nepin
8519,"Tripolim,",tripolim
8520,Archas,arcas
8521,"Margat,",margat
8522,"Valaniam,",ualaniam
8523,Laodiciam,laoditiam
8524,"Allexius,",alexius
8525,locuta,locuta
8526,ymago,imago
8527,paramenareno,paramenareno
8528,Anthiochiam,antiociam
8529,promuctorium,promuctorium
8530,Ratzgenerz,ratsgeners
8531,"porci,",porci
8532,applicuimus,applicuimus
8533,portu,portu
8534,Palis,palis
8535,Ayaz.,aias
8536,Ackon,ackon
8537,audierat,audierat
8538,venturus,uenturus
8539,scripserat,scripserat
8540,"Mallota,",malota
8541,Tharso,tarso
8542,"Cilicie,",cilicie
8543,applicarem,applicarem
8544,reciperent,reciperent
8545,presenciam,presentiam
8546,deducentes.,deducentes
8547,"Ayacio,",aiatio
8548,"applicui,",applicui
8549,capitaneus,capitaneus
8550,regi.,regi
8551,cuncorum,cuncorum
8552,Theutonice,teutonice
8553,occurreret,occurreret
8554,reciperet,reciperet
8555,Manistra.,manistra
8556,Misit,misit
8557,militem,militem
8558,duceret,duceret
8559,Sysam.,sisam
8560,venatione,uenatione
8561,constitutes.,constitutes
8562,"honorifice,",honorifice
8563,septimanas,septimanas
8564,"tenuit,",tenuit
8565,captivos,capciuos
8566,negocii,negocii
8567,veneram.,ueneram
8568,Expensas,expensas
8569,largissimas,largissimas
8570,"dedit,",dedit
8571,vespere,uespere
8572,placeret,placeret
8573,solacianiper,solatianiper
8574,equitando.,equitando
8575,vicario,uicario
8576,vicarius,uicarius
8577,(49v),
8578,optulit,optulit
8579,meos,meos
8580,"procidens,",procidens
8581,genibus,genibus
8582,osculatis,osculatis
8583,"manibus,",manibus
8584,ipsas,ipsas
8585,posuit.,posuit
8586,Prandium,prandium
8587,Tartaro,tartaro
8588,feci.,feci
8589,nongentas,nongentas
8590,dracmas,dracmas
8591,argenti,argenti
8592,xeniis,xeniis
8593,datis,datis
8594,dimisit,dimisit
8595,nunctios,nunctios
8596,misit.,misit
8597,Ayacio,aiatio
8598,legimus,legimus
8599,Malatam,malatam
8600,Thorsum,torsum
8601,"Kurkum,",kurkum
8602,Apparuissemus,apparuissemus
8603,Seleucie,seleucie
8604,irruerunt,irruerunt
8605,pyrate,pirate
8606,salutatis,salutatis
8607,abierunt,abierunt
8608,capti,capti
8609,suspense.,suspense
8610,"legitur,",legitur
8611,pervenimus,peruenimus
8612,Salaminam,salaminam
8613,"Cyprenses,",ciprenses
8614,nuncciavit,nunctiauit
8615,transmisit,transmisit
8616,"venirem,",uenirem
8617,nostrum,nostrum
8618,procurabar.,procurabar
8619,Divisio,diuisio
8620,tribuum.,tribuum
8621,citra,citra
8622,describit:,describit
8623,“Tribus,tribus
8624,obtinuit,obtinuit
8625,"regionem,",regionem
8626,"Ierusalimam,",ierusalimam
8627,continere.,continere
8628,Lacu,lacu
8629,Aspalti,aspalti
8630,leucarum.,leucarum
8631,Symeon,simeon
